"","lengthlist","samplelist","sample_trimmed","cluster"
"1408",267,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1409",267,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1410",272,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1411",273,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1412",276,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1413",277,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1414",278,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1415",279,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1416",287,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1417",288,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1418",294,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1419",294,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1420",294,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1421",295,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1422",298,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1423",299,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1424",300,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1425",300,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1426",305,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1427",305,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1428",306,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1429",306,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1430",306,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1431",307,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1432",307,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1433",308,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1434",308,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1435",312,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1436",313,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1437",314,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1438",314,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1439",316,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1440",316,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1441",321,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1442",322,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1443",325,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1444",326,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1445",328,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1446",329,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1447",331,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1448",332,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1449",332,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1450",336,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1451",336,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1452",337,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1453",337,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1454",339,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1455",340,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1456",341,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1457",341,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1458",344,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1459",349,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1460",354,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1461",356,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1462",358,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1463",361,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1464",369,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1465",372,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1466",372,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1467",374,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1468",375,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1469",375,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1470",377,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1471",377,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1472",377,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1473",382,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1474",390,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1475",399,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1476",404,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1477",408,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1478",41,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1479",43,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1480",437,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1481",44,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1482",44,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1483",46,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1484",46,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1485",46,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1486",48,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1487",48,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1488",481,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1489",495,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1490",497,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1491",499,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1492",52,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1493",527,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1494",55,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1495",57,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1496",57,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1497",57,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1498",580,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1499",59,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1500",60,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1501",60,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1502",60,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1503",61,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1504",63,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1505",63,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1506",63,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1507",66,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1508",67,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1509",69,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1510",73,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1511",75,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1512",76,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1513",83,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1514",84,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1515",87,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1516",87,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1517",87,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1518",90,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1519",91,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1520",92,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1521",92,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1522",92,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1523",96,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1524",98,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1525",98,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1526",99,"109P08_H01_CFFv1_NA0273_host_filtered.fastq","9P01","High cluster"
"1527",100,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1528",102,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1529",103,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1530",104,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1531",104,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1532",107,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1533",108,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1534",109,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1535",113,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1536",114,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1537",115,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1538",116,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1539",117,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1540",117,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1541",117,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1542",117,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1543",117,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1544",119,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1545",119,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1546",120,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1547",121,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1548",121,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1549",122,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1550",122,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1551",122,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1552",122,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1553",124,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1554",124,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1555",125,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1556",125,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1557",126,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1558",126,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1559",126,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1560",126,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1561",127,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1562",127,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1563",128,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1564",128,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1565",128,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1566",128,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1567",129,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1568",129,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1569",130,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1570",130,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1571",130,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1572",130,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1573",130,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1574",130,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1575",130,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1576",131,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1577",131,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1578",132,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1579",132,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1580",132,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1581",133,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1582",133,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1583",134,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1584",134,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1585",134,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1586",134,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1587",134,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1588",134,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1589",134,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1590",135,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1591",135,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1592",136,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1593",136,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1594",136,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1595",136,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1596",136,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1597",136,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1598",137,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1599",137,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1600",138,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1601",138,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1602",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1603",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1604",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1605",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1606",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1607",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1608",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1609",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1610",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1611",139,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1612",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1613",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1614",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1615",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1616",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1617",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1618",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1619",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1620",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1621",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1622",140,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1623",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1624",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1625",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1626",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1627",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1628",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1629",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1630",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1631",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1632",141,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1633",142,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1634",142,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1635",142,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1636",142,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1637",142,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1638",142,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1639",142,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1640",143,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1641",143,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1642",143,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1643",143,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1644",143,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1645",143,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1646",144,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1647",144,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1648",144,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1649",144,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1650",144,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1651",144,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1652",144,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1653",144,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1654",145,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1655",145,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1656",145,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1657",145,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1658",145,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1659",145,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1660",145,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1661",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1662",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1663",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1664",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1665",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1666",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1667",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1668",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1669",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1670",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1671",146,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1672",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1673",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1674",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1675",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1676",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1677",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1678",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1679",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1680",147,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1681",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1682",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1683",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1684",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1685",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1686",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1687",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1688",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1689",148,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1690",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1691",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1692",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1693",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1694",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1695",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1696",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1697",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1698",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1699",149,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1700",150,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1701",150,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1702",150,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1703",150,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1704",150,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1705",150,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1706",151,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1707",151,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1708",151,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1709",151,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1710",151,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1711",151,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1712",151,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1713",151,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1714",152,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1715",152,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1716",152,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
"1717",152,"109P08_H01_CFFv1_NB0133_host_filtered.fastq","9P01","High cluster"
