"","lengthlist","samplelist","sample_trimmed","cluster"
"1",101,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"2",102,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"3",108,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"4",108,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"5",108,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"6",110,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"7",111,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"8",120,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"9",123,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"10",123,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"11",123,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"12",126,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"13",130,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"14",131,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"15",132,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"16",133,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"17",135,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"18",137,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"19",137,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"20",138,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"21",138,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"22",139,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"23",140,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"24",141,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"25",143,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"26",144,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"27",145,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"28",145,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"29",145,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"30",145,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"31",146,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"32",147,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"33",147,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"34",148,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"35",149,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"36",150,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"37",150,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"38",150,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"39",150,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"40",151,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"41",151,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"42",151,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"43",152,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"44",152,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"45",153,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"46",154,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"47",155,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"48",156,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"49",156,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"50",157,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"51",158,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"52",158,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"53",158,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"54",158,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"55",159,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"56",160,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"57",160,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"58",160,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"59",161,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"60",161,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"61",161,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"62",161,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"63",162,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"64",162,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"65",163,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"66",163,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"67",163,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"68",164,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"69",164,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"70",164,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"71",165,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"72",165,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"73",165,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"74",165,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"75",166,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"76",166,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"77",167,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"78",167,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"79",167,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"80",167,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"81",167,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"82",167,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"83",167,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"84",167,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"85",168,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"86",168,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"87",168,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"88",168,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"89",169,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"90",169,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"91",169,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"92",169,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"93",170,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"94",170,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"95",170,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"96",170,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"97",170,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"98",170,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"99",171,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"100",171,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"101",172,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"102",172,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"103",172,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"104",172,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"105",173,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"106",173,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"107",173,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"108",173,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"109",174,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"110",174,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"111",174,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"112",174,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"113",174,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"114",174,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"115",174,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"116",175,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"117",176,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"118",176,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"119",176,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"120",176,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"121",176,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"122",177,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"123",177,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"124",177,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"125",178,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"126",178,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"127",178,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"128",178,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"129",180,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"130",180,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"131",180,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"132",181,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"133",182,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"134",184,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"135",184,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"136",185,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"137",185,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"138",185,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"139",187,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"140",188,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"141",188,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"142",189,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"143",192,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"144",192,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"145",192,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"146",194,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"147",195,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"148",195,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"149",195,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"150",195,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"151",200,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"152",201,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"153",201,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"154",210,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"155",210,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"156",213,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"157",265,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"158",282,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"159",285,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"160",291,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"161",292,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"162",295,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"163",296,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"164",298,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"165",298,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"166",308,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"167",308,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"168",310,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"169",314,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"170",319,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"171",323,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"172",326,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"173",338,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"174",350,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"175",383,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"176",386,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"177",399,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"178",41,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"179",43,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"180",446,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"181",46,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"182",485,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"183",52,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"184",53,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"185",54,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"186",59,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"187",69,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"188",77,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"189",77,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"190",77,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"191",798,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"192",82,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"193",87,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"194",91,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"195",91,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"196",94,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"197",98,"100R21_E03_CFFv1_NA0104_host_filtered.fastq","9P01","High cluster"
"198",112,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"199",112,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"200",116,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"201",117,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"202",121,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"203",122,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"204",134,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"205",134,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"206",135,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"207",135,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"208",142,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"209",144,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"210",144,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"211",148,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"212",149,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"213",156,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"214",156,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"215",160,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"216",167,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"217",167,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"218",168,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"219",169,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"220",170,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"221",170,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"222",175,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"223",175,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"224",175,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"225",176,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"226",177,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"227",183,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"228",184,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"229",186,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"230",196,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"231",224,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"232",262,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"233",271,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"234",273,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"235",293,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"236",307,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"237",310,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"238",326,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"239",51,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"240",68,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"241",75,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"242",75,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"243",78,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"244",92,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"245",98,"104P04_D01_CFFv1_NA0266_host_filtered.fastq","9P01","Low cluster"
"246",100,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"247",101,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"248",101,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"249",103,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"250",105,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"251",109,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"252",109,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"253",112,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"254",114,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"255",114,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"256",115,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"257",116,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"258",120,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"259",121,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"260",122,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"261",122,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"262",122,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"263",123,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"264",124,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"265",125,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"266",127,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"267",127,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"268",127,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"269",129,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"270",129,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"271",129,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"272",131,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"273",132,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"274",132,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"275",133,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"276",133,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"277",133,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"278",134,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"279",134,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"280",134,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"281",134,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"282",134,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"283",134,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"284",135,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"285",135,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"286",136,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"287",136,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"288",138,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"289",138,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"290",139,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"291",140,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"292",140,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"293",141,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"294",141,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"295",142,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"296",142,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"297",142,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"298",142,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"299",142,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"300",142,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"301",142,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"302",143,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"303",143,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"304",143,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"305",144,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"306",144,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"307",144,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"308",145,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"309",145,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"310",146,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"311",146,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"312",147,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"313",148,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"314",148,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"315",148,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"316",148,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
