"","sample","read_id","isize"
"711","CMV","NB502000:222:HTNM7BGX9:1:21207:11384:19969 .1",50
"713","CMV","NB502000:222:HTNM7BGX9:1:21208:13089:5207 .1",59
"715","CMV","NB502000:222:HTNM7BGX9:1:21208:17266:19483 .1",136
"717","CMV","NB502000:222:HTNM7BGX9:1:21209:15550:4951 .1",111
"719","CMV","NB502000:222:HTNM7BGX9:1:21209:24306:17011 .1",43
"721","CMV","NB502000:222:HTNM7BGX9:1:21210:8075:2694 .1",72
"723","CMV","NB502000:222:HTNM7BGX9:1:21210:6392:3913 .1",73
"725","CMV","NB502000:222:HTNM7BGX9:1:21210:15618:6490 .1",385
"727","CMV","NB502000:222:HTNM7BGX9:1:21210:7581:12313 .1",315
"731","CMV","NB502000:222:HTNM7BGX9:1:21210:7248:17038 .1",44
"733","CMV","NB502000:222:HTNM7BGX9:1:21211:22001:15628 .1",269
"735","CMV","NB502000:222:HTNM7BGX9:1:21212:18209:3629 .1",81
"737","CMV","NB502000:222:HTNM7BGX9:1:21212:14152:4706 .1",178
"739","CMV","NB502000:222:HTNM7BGX9:1:21212:15378:17134 .1",139
"741","CMV","NB502000:222:HTNM7BGX9:1:21212:6034:17147 .1",58
"743","CMV","NB502000:222:HTNM7BGX9:1:21212:19785:19797 .1",67
"745","CMV","NB502000:222:HTNM7BGX9:1:21301:22049:9805 .1",107
"747","CMV","NB502000:222:HTNM7BGX9:1:21301:6882:10992 .1",106
"749","CMV","NB502000:222:HTNM7BGX9:1:21302:20055:1331 .1",40
"751","CMV","NB502000:222:HTNM7BGX9:1:21302:9372:8004 .1",139
"753","CMV","NB502000:222:HTNM7BGX9:1:21303:26240:1370 .1",51
"755","CMV","NB502000:222:HTNM7BGX9:1:21303:14267:12278 .1",187
"757","CMV","NB502000:222:HTNM7BGX9:1:21304:7715:1887 .1",49
"759","CMV","NB502000:222:HTNM7BGX9:1:21304:24847:13382 .1",69
"761","CMV","NB502000:222:HTNM7BGX9:1:21304:26533:15758 .1",62
"763","CMV","NB502000:222:HTNM7BGX9:1:21304:5532:18241 .1",58
"765","CMV","NB502000:222:HTNM7BGX9:1:21305:2738:11132 .1",98
"767","CMV","NB502000:222:HTNM7BGX9:1:21305:25986:14492 .1",202
"769","CMV","NB502000:222:HTNM7BGX9:1:21306:26467:4928 .1",84
"771","CMV","NB502000:222:HTNM7BGX9:1:21306:14915:6849 .1",102
"773","CMV","NB502000:222:HTNM7BGX9:1:21306:15920:7315 .1",82
"775","CMV","NB502000:222:HTNM7BGX9:1:21306:18592:9196 .1",72
"777","CMV","NB502000:222:HTNM7BGX9:1:21306:6132:19796 .1",40
"779","CMV","NB502000:222:HTNM7BGX9:1:21307:19963:1801 .1",73
"781","CMV","NB502000:222:HTNM7BGX9:1:21307:11969:17284 .1",167
"783","CMV","NB502000:222:HTNM7BGX9:1:21308:18312:5129 .1",72
"785","CMV","NB502000:222:HTNM7BGX9:1:21308:7521:7110 .1",254
"787","CMV","NB502000:222:HTNM7BGX9:1:21308:2958:10063 .1",82
"789","CMV","NB502000:222:HTNM7BGX9:1:21310:7492:1153 .1",174
"791","CMV","NB502000:222:HTNM7BGX9:1:21310:13178:5525 .1",45
"793","CMV","NB502000:222:HTNM7BGX9:1:21310:13413:9224 .1",67
"795","CMV","NB502000:222:HTNM7BGX9:1:21310:13612:10203 .1",139
"797","CMV","NB502000:222:HTNM7BGX9:1:21310:15017:17483 .1",165
"799","CMV","NB502000:222:HTNM7BGX9:1:21311:22862:1265 .1",85
"801","CMV","NB502000:222:HTNM7BGX9:1:21311:17498:13438 .1",454
"803","CMV","NB502000:222:HTNM7BGX9:1:21311:18085:18199 .1",152
"805","CMV","NB502000:222:HTNM7BGX9:1:21312:21534:11287 .1",38
"807","CMV","NB502000:222:HTNM7BGX9:1:22101:24104:15123 .1",84
"809","CMV","NB502000:222:HTNM7BGX9:1:22101:19258:17871 .1",110
"811","CMV","NB502000:222:HTNM7BGX9:1:22101:21575:19656 .1",132
"813","CMV","NB502000:222:HTNM7BGX9:1:22103:20257:6026 .1",388
"815","CMV","NB502000:222:HTNM7BGX9:1:22105:5850:11311 .1",147
"817","CMV","NB502000:222:HTNM7BGX9:1:22105:6124:13442 .1",191
"819","CMV","NB502000:222:HTNM7BGX9:1:22105:7185:19133 .1",304
"821","CMV","NB502000:222:HTNM7BGX9:1:22106:8619:3458 .1",89
"823","CMV","NB502000:222:HTNM7BGX9:1:22106:2841:5147 .1",119
"825","CMV","NB502000:222:HTNM7BGX9:1:22107:6245:2092 .1",119
"827","CMV","NB502000:222:HTNM7BGX9:1:22107:4362:3320 .1",72
"829","CMV","NB502000:222:HTNM7BGX9:1:22107:5825:3558 .1",270
"831","CMV","NB502000:222:HTNM7BGX9:1:22107:21803:7917 .1",53
"833","CMV","NB502000:222:HTNM7BGX9:1:22107:3483:8882 .1",100
"835","CMV","NB502000:222:HTNM7BGX9:1:22107:21963:15366 .1",38
"837","CMV","NB502000:222:HTNM7BGX9:1:22107:7237:17435 .1",193
"839","CMV","NB502000:222:HTNM7BGX9:1:22108:16719:2249 .1",280
"841","CMV","NB502000:222:HTNM7BGX9:1:22108:23393:3340 .1",55
"843","CMV","NB502000:222:HTNM7BGX9:1:22108:21458:5757 .1",51
"845","CMV","NB502000:222:HTNM7BGX9:1:22108:9850:12121 .1",164
"847","CMV","NB502000:222:HTNM7BGX9:1:22108:25361:14290 .1",72
"849","CMV","NB502000:222:HTNM7BGX9:1:22108:12325:17013 .1",203
"851","CMV","NB502000:222:HTNM7BGX9:1:22109:11278:8270 .1",54
"853","CMV","NB502000:222:HTNM7BGX9:1:22109:19634:9810 .1",57
"855","CMV","NB502000:222:HTNM7BGX9:1:22109:1854:10535 .1",77
"857","CMV","NB502000:222:HTNM7BGX9:1:22110:12433:7129 .1",81
"859","CMV","NB502000:222:HTNM7BGX9:1:22110:12387:9826 .1",98
"861","CMV","NB502000:222:HTNM7BGX9:1:22110:20042:17964 .1",58
"863","CMV","NB502000:222:HTNM7BGX9:1:22111:17506:2895 .1",185
"865","CMV","NB502000:222:HTNM7BGX9:1:22111:7024:4590 .1",179
"868","CMV","NB502000:222:HTNM7BGX9:1:22111:24647:11728 .1",106
"870","CMV","NB502000:222:HTNM7BGX9:1:22111:21505:15568 .1",74
"872","CMV","NB502000:222:HTNM7BGX9:1:22112:23145:2494 .1",88
"874","CMV","NB502000:222:HTNM7BGX9:1:22201:5790:8338 .1",53
"876","CMV","NB502000:222:HTNM7BGX9:1:22201:10960:9593 .1",65
"878","CMV","NB502000:222:HTNM7BGX9:1:22202:6068:10907 .1",42
"880","CMV","NB502000:222:HTNM7BGX9:1:22203:3471:12000 .1",47
"882","CMV","NB502000:222:HTNM7BGX9:1:22203:24923:16817 .1",81
"884","CMV","NB502000:222:HTNM7BGX9:1:22203:21575:16951 .1",123
"886","CMV","NB502000:222:HTNM7BGX9:1:22203:22673:19799 .1",57
"888","CMV","NB502000:222:HTNM7BGX9:1:22204:12619:4979 .1",128
"890","CMV","NB502000:222:HTNM7BGX9:1:22204:11035:8715 .1",59
"892","CMV","NB502000:222:HTNM7BGX9:1:22204:11964:13751 .1",212
"894","CMV","NB502000:222:HTNM7BGX9:1:22204:15536:16939 .1",58
"896","CMV","NB502000:222:HTNM7BGX9:1:22205:10979:1364 .1",302
"898","CMV","NB502000:222:HTNM7BGX9:1:22205:21560:3590 .1",303
"900","CMV","NB502000:222:HTNM7BGX9:1:22205:20489:8678 .1",49
"902","CMV","NB502000:222:HTNM7BGX9:1:22205:7722:11492 .1",50
"904","CMV","NB502000:222:HTNM7BGX9:1:22205:18482:11561 .1",82
"906","CMV","NB502000:222:HTNM7BGX9:1:22205:9401:15992 .1",50
"908","CMV","NB502000:222:HTNM7BGX9:1:22206:17293:2961 .1",135
"910","CMV","NB502000:222:HTNM7BGX9:1:22206:2192:4277 .1",71
"912","CMV","NB502000:222:HTNM7BGX9:1:22207:15939:8134 .1",57
"914","CMV","NB502000:222:HTNM7BGX9:1:22207:7508:14774 .1",428
"916","CMV","NB502000:222:HTNM7BGX9:1:22207:13830:18938 .1",134
"918","CMV","NB502000:222:HTNM7BGX9:1:22208:6998:12544 .1",376
"920","CMV","NB502000:222:HTNM7BGX9:1:22208:22481:14044 .1",149
"922","CMV","NB502000:222:HTNM7BGX9:1:22208:23197:19680 .1",95
"924","CMV","NB502000:222:HTNM7BGX9:1:22209:15829:18741 .1",109
"928","CMV","NB502000:222:HTNM7BGX9:1:22210:25944:6472 .1",194
"930","CMV","NB502000:222:HTNM7BGX9:1:22210:18621:7997 .1",101
"932","CMV","NB502000:222:HTNM7BGX9:1:22210:16111:9485 .1",66
"934","CMV","NB502000:222:HTNM7BGX9:1:22210:7260:17972 .1",142
"936","CMV","NB502000:222:HTNM7BGX9:1:22211:10425:3164 .1",152
"938","CMV","NB502000:222:HTNM7BGX9:1:22211:1835:12261 .1",69
"940","CMV","NB502000:222:HTNM7BGX9:1:22211:8793:13310 .1",180
"942","CMV","NB502000:222:HTNM7BGX9:1:22212:17956:6921 .1",203
"944","CMV","NB502000:222:HTNM7BGX9:1:22301:20957:20020 .1",50
"946","CMV","NB502000:222:HTNM7BGX9:1:22302:6431:6711 .1",63
"948","CMV","NB502000:222:HTNM7BGX9:1:22303:2467:10455 .1",165
"950","CMV","NB502000:222:HTNM7BGX9:1:22303:13767:12476 .1",170
"952","CMV","NB502000:222:HTNM7BGX9:1:22305:13996:5008 .1",60
"954","CMV","NB502000:222:HTNM7BGX9:1:22305:4278:14936 .1",79
"956","CMV","NB502000:222:HTNM7BGX9:1:22307:1893:13469 .1",90
"959","CMV","NB502000:222:HTNM7BGX9:1:22307:23882:19697 .1",185
"961","CMV","NB502000:222:HTNM7BGX9:1:22307:6796:20333 .1",86
"963","CMV","NB502000:222:HTNM7BGX9:1:22308:11846:1708 .1",55
"965","CMV","NB502000:222:HTNM7BGX9:1:22308:14746:4101 .1",74
"967","CMV","NB502000:222:HTNM7BGX9:1:22309:18693:2345 .1",336
"969","CMV","NB502000:222:HTNM7BGX9:1:22309:12763:2532 .1",42
"971","CMV","NB502000:222:HTNM7BGX9:1:22309:16522:10599 .1",162
"973","CMV","NB502000:222:HTNM7BGX9:1:22309:12623:11169 .1",171
"975","CMV","NB502000:222:HTNM7BGX9:1:22309:8168:15179 .1",59
"977","CMV","NB502000:222:HTNM7BGX9:1:22310:4973:5084 .1",171
"979","CMV","NB502000:222:HTNM7BGX9:1:22310:4950:5350 .1",179
"981","CMV","NB502000:222:HTNM7BGX9:1:22310:18715:7353 .1",46
"983","CMV","NB502000:222:HTNM7BGX9:1:22310:8263:9467 .1",68
"985","CMV","NB502000:222:HTNM7BGX9:1:22310:22566:9674 .1",190
"987","CMV","NB502000:222:HTNM7BGX9:1:22310:20383:19597 .1",41
"989","CMV","NB502000:222:HTNM7BGX9:1:22311:6620:10334 .1",65
"991","CMV","NB502000:222:HTNM7BGX9:1:22311:4010:15993 .1",383
"993","CMV","NB502000:222:HTNM7BGX9:1:22312:18125:3951 .1",236
"997","CMV","NB502000:222:HTNM7BGX9:1:22312:9532:20400 .1",151
"999","CMV","NB502000:222:HTNM7BGX9:1:23102:25285:2634 .1",189
"1001","CMV","NB502000:222:HTNM7BGX9:1:23102:7399:2784 .1",163
"1003","CMV","NB502000:222:HTNM7BGX9:1:23102:18231:8124 .1",58
"1005","CMV","NB502000:222:HTNM7BGX9:1:23102:8474:10168 .1",145
"1007","CMV","NB502000:222:HTNM7BGX9:1:23102:10675:12529 .1",351
"1009","CMV","NB502000:222:HTNM7BGX9:1:23102:23250:18653 .1",171
"1011","CMV","NB502000:222:HTNM7BGX9:1:23103:18895:4082 .1",181
"1013","CMV","NB502000:222:HTNM7BGX9:1:23103:24911:4480 .1",63
"1015","CMV","NB502000:222:HTNM7BGX9:1:23103:14809:17570 .1",190
"1018","CMV","NB502000:222:HTNM7BGX9:1:23104:24285:10706 .1",38
"1019","CMV","NB502000:222:HTNM7BGX9:1:23105:12648:9906 .1",43
"1021","CMV","NB502000:222:HTNM7BGX9:1:23105:18906:12472 .1",74
"1023","CMV","NB502000:222:HTNM7BGX9:1:23105:1778:15660 .1",178
"1025","CMV","NB502000:222:HTNM7BGX9:1:23106:1309:7316 .1",39
"1027","CMV","NB502000:222:HTNM7BGX9:1:23106:10851:12555 .1",169
"1029","CMV","NB502000:222:HTNM7BGX9:1:23107:20962:10915 .1",45
"1031","CMV","NB502000:222:HTNM7BGX9:1:23107:17137:12302 .1",195
"1033","CMV","NB502000:222:HTNM7BGX9:1:23107:9945:19715 .1",122
"1035","CMV","NB502000:222:HTNM7BGX9:1:23108:3252:17370 .1",54
"1037","CMV","NB502000:222:HTNM7BGX9:1:23109:23300:6588 .1",127
"1039","CMV","NB502000:222:HTNM7BGX9:1:23109:21103:15583 .1",168
"1041","CMV","NB502000:222:HTNM7BGX9:1:23110:11051:2658 .1",172
"1043","CMV","NB502000:222:HTNM7BGX9:1:23110:17762:9340 .1",318
"1045","CMV","NB502000:222:HTNM7BGX9:1:23110:11493:14206 .1",83
"1047","CMV","NB502000:222:HTNM7BGX9:1:23110:11384:19292 .1",61
"1049","CMV","NB502000:222:HTNM7BGX9:1:23111:13840:13258 .1",184
"1051","CMV","NB502000:222:HTNM7BGX9:1:23111:21249:14640 .1",39
"1053","CMV","NB502000:222:HTNM7BGX9:1:23112:25009:1694 .1",58
"1057","CMV","NB502000:222:HTNM7BGX9:1:23112:25645:16654 .1",162
"1059","CMV","NB502000:222:HTNM7BGX9:1:23112:25101:19157 .1",188
"1061","CMV","NB502000:222:HTNM7BGX9:1:23202:7830:16420 .1",159
"1063","CMV","NB502000:222:HTNM7BGX9:1:23204:1127:6468 .1",100
"1065","CMV","NB502000:222:HTNM7BGX9:1:23204:4488:16483 .1",40
"1067","CMV","NB502000:222:HTNM7BGX9:1:23204:4035:19782 .1",74
"1069","CMV","NB502000:222:HTNM7BGX9:1:23205:22578:3040 .1",405
"1071","CMV","NB502000:222:HTNM7BGX9:1:23205:21049:3958 .1",38
"1073","CMV","NB502000:222:HTNM7BGX9:1:23205:18965:4012 .1",177
"1075","CMV","NB502000:222:HTNM7BGX9:1:23205:1633:18977 .1",84
"1077","CMV","NB502000:222:HTNM7BGX9:1:23206:25970:5493 .1",59
"1079","CMV","NB502000:222:HTNM7BGX9:1:23207:16300:6536 .1",119
"1081","CMV","NB502000:222:HTNM7BGX9:1:23207:7988:7749 .1",89
"1083","CMV","NB502000:222:HTNM7BGX9:1:23207:7468:16880 .1",146
"1085","CMV","NB502000:222:HTNM7BGX9:1:23207:11722:19403 .1",106
"1087","CMV","NB502000:222:HTNM7BGX9:1:23208:2841:2179 .1",54
"1089","CMV","NB502000:222:HTNM7BGX9:1:23208:23122:18834 .1",70
"1091","CMV","NB502000:222:HTNM7BGX9:1:23209:17286:12877 .1",88
"1093","CMV","NB502000:222:HTNM7BGX9:1:23211:6763:2456 .1",432
"1095","CMV","NB502000:222:HTNM7BGX9:1:23211:1411:19260 .1",207
"1098","CMV","NB502000:222:HTNM7BGX9:1:23212:25632:4196 .1",49
"1100","CMV","NB502000:222:HTNM7BGX9:1:23212:16001:5292 .1",132
"1102","CMV","NB502000:222:HTNM7BGX9:1:23212:8996:6325 .1",404
"1104","CMV","NB502000:222:HTNM7BGX9:1:23212:23741:8677 .1",65
"1106","CMV","NB502000:222:HTNM7BGX9:1:23212:4660:9490 .1",54
"1108","CMV","NB502000:222:HTNM7BGX9:1:23212:19552:14419 .1",90
"1110","CMV","NB502000:222:HTNM7BGX9:1:23212:12308:17198 .1",167
"1112","CMV","NB502000:222:HTNM7BGX9:1:23301:21527:13611 .1",62
"1114","CMV","NB502000:222:HTNM7BGX9:1:23302:11795:2347 .1",48
"1116","CMV","NB502000:222:HTNM7BGX9:1:23302:16350:9949 .1",241
"1118","CMV","NB502000:222:HTNM7BGX9:1:23303:20233:6122 .1",107
"1120","CMV","NB502000:222:HTNM7BGX9:1:23303:26809:12081 .1",66
"1122","CMV","NB502000:222:HTNM7BGX9:1:23304:8907:16913 .1",184
"1124","CMV","NB502000:222:HTNM7BGX9:1:23305:3025:2182 .1",84
"1126","CMV","NB502000:222:HTNM7BGX9:1:23305:16702:3092 .1",58
"1128","CMV","NB502000:222:HTNM7BGX9:1:23305:20819:4759 .1",38
"1130","CMV","NB502000:222:HTNM7BGX9:1:23305:10773:9555 .1",130
"1132","CMV","NB502000:222:HTNM7BGX9:1:23305:5935:18251 .1",167
"1134","CMV","NB502000:222:HTNM7BGX9:1:23305:15357:19234 .1",177
"1136","CMV","NB502000:222:HTNM7BGX9:1:23306:13518:3380 .1",63
"1138","CMV","NB502000:222:HTNM7BGX9:1:23306:3259:8348 .1",41
"1140","CMV","NB502000:222:HTNM7BGX9:1:23306:3866:12683 .1",89
"1142","CMV","NB502000:222:HTNM7BGX9:1:23307:21559:2780 .1",47
"1144","CMV","NB502000:222:HTNM7BGX9:1:23307:3592:8994 .1",146
"1146","CMV","NB502000:222:HTNM7BGX9:1:23307:6852:11501 .1",63
"1148","CMV","NB502000:222:HTNM7BGX9:1:23308:26354:7097 .1",175
"1150","CMV","NB502000:222:HTNM7BGX9:1:23308:14541:11499 .1",38
"1152","CMV","NB502000:222:HTNM7BGX9:1:23309:24184:10323 .1",206
"1154","CMV","NB502000:222:HTNM7BGX9:1:23309:9049:13255 .1",63
"1156","CMV","NB502000:222:HTNM7BGX9:1:23310:11684:5038 .1",57
"1158","CMV","NB502000:222:HTNM7BGX9:1:23310:4337:17897 .1",94
"1160","CMV","NB502000:222:HTNM7BGX9:1:23311:20005:1726 .1",76
"1162","CMV","NB502000:222:HTNM7BGX9:1:23311:18062:2062 .1",179
"1164","CMV","NB502000:222:HTNM7BGX9:1:23311:26344:11303 .1",63
"1166","CMV","NB502000:222:HTNM7BGX9:2:11101:13646:7264 .1",95
"1168","CMV","NB502000:222:HTNM7BGX9:2:11101:11847:9064 .1",76
"1170","CMV","NB502000:222:HTNM7BGX9:2:11101:8808:11981 .1",91
"1172","CMV","NB502000:222:HTNM7BGX9:2:11101:20506:18244 .1",257
"1174","CMV","NB502000:222:HTNM7BGX9:2:11102:7615:9568 .1",123
"1176","CMV","NB502000:222:HTNM7BGX9:2:11102:22847:9955 .1",38
"1178","CMV","NB502000:222:HTNM7BGX9:2:11102:2813:10336 .1",182
"1180","CMV","NB502000:222:HTNM7BGX9:2:11103:11895:4280 .1",122
"1182","CMV","NB502000:222:HTNM7BGX9:2:11103:1064:17733 .1",328
"1184","CMV","NB502000:222:HTNM7BGX9:2:11104:14264:2952 .1",56
"1186","CMV","NB502000:222:HTNM7BGX9:2:11104:14901:9331 .1",331
"1188","CMV","NB502000:222:HTNM7BGX9:2:11105:6878:4523 .1",233
"1190","CMV","NB502000:222:HTNM7BGX9:2:11106:7236:3586 .1",162
"1192","CMV","NB502000:222:HTNM7BGX9:2:11106:15623:7238 .1",263
"1194","CMV","NB502000:222:HTNM7BGX9:2:11106:12164:8963 .1",58
"1196","CMV","NB502000:222:HTNM7BGX9:2:11107:6277:7371 .1",54
"1198","CMV","NB502000:222:HTNM7BGX9:2:11107:21213:8522 .1",59
"1200","CMV","NB502000:222:HTNM7BGX9:2:11107:15779:15884 .1",50
"1202","CMV","NB502000:222:HTNM7BGX9:2:11108:7344:5168 .1",49
"1204","CMV","NB502000:222:HTNM7BGX9:2:11108:20096:17501 .1",150
"1206","CMV","NB502000:222:HTNM7BGX9:2:11109:9641:4605 .1",38
"1208","CMV","NB502000:222:HTNM7BGX9:2:11109:26477:13265 .1",158
"1210","CMV","NB502000:222:HTNM7BGX9:2:11109:25008:14093 .1",60
"1212","CMV","NB502000:222:HTNM7BGX9:2:11110:20027:2288 .1",159
"1214","CMV","NB502000:222:HTNM7BGX9:2:11110:21762:6900 .1",126
"1216","CMV","NB502000:222:HTNM7BGX9:2:11110:5865:15800 .1",192
"1218","CMV","NB502000:222:HTNM7BGX9:2:11111:18464:5476 .1",51
"1220","CMV","NB502000:222:HTNM7BGX9:2:11111:26189:6594 .1",55
"1223","CMV","NB502000:222:HTNM7BGX9:2:11112:11193:4893 .1",80
"1225","CMV","NB502000:222:HTNM7BGX9:2:11201:25498:6991 .1",127
"1227","CMV","NB502000:222:HTNM7BGX9:2:11201:22112:12304 .1",105
"1229","CMV","NB502000:222:HTNM7BGX9:2:11201:12098:15316 .1",43
"1231","CMV","NB502000:222:HTNM7BGX9:2:11201:15357:18483 .1",242
"1233","CMV","NB502000:222:HTNM7BGX9:2:11201:8626:19692 .1",140
"1235","CMV","NB502000:222:HTNM7BGX9:2:11203:18424:1289 .1",61
"1237","CMV","NB502000:222:HTNM7BGX9:2:11203:14561:9629 .1",87
"1239","CMV","NB502000:222:HTNM7BGX9:2:11203:20259:15090 .1",137
"1241","CMV","NB502000:222:HTNM7BGX9:2:11204:22560:3922 .1",56
"1244","CMV","NB502000:222:HTNM7BGX9:2:11204:24962:15669 .1",142
"1246","CMV","NB502000:222:HTNM7BGX9:2:11204:15834:20262 .1",187
"1248","CMV","NB502000:222:HTNM7BGX9:2:11205:9181:14826 .1",71
"1251","CMV","NB502000:222:HTNM7BGX9:2:11206:11956:1062 .1",170
"1253","CMV","NB502000:222:HTNM7BGX9:2:11206:18399:1463 .1",54
"1255","CMV","NB502000:222:HTNM7BGX9:2:11206:17891:17121 .1",224
"1257","CMV","NB502000:222:HTNM7BGX9:2:11206:1590:17449 .1",171
"1259","CMV","NB502000:222:HTNM7BGX9:2:11207:8412:5265 .1",184
"1261","CMV","NB502000:222:HTNM7BGX9:2:11207:23084:15264 .1",45
"1264","CMV","NB502000:222:HTNM7BGX9:2:11208:26256:7927 .1",61
"1266","CMV","NB502000:222:HTNM7BGX9:2:11209:8765:1854 .1",162
"1268","CMV","NB502000:222:HTNM7BGX9:2:11210:6731:5749 .1",363
"1270","CMV","NB502000:222:HTNM7BGX9:2:11210:23199:9792 .1",68
"1272","CMV","NB502000:222:HTNM7BGX9:2:11210:21932:10933 .1",56
"1274","CMV","NB502000:222:HTNM7BGX9:2:11210:3806:11853 .1",86
"1276","CMV","NB502000:222:HTNM7BGX9:2:11210:13510:14664 .1",62
"1278","CMV","NB502000:222:HTNM7BGX9:2:11211:19856:9184 .1",44
"1280","CMV","NB502000:222:HTNM7BGX9:2:11211:23776:10772 .1",144
"1282","CMV","NB502000:222:HTNM7BGX9:2:11211:26652:12129 .1",66
"1284","CMV","NB502000:222:HTNM7BGX9:2:11211:1434:14458 .1",74
"1286","CMV","NB502000:222:HTNM7BGX9:2:11301:10959:16663 .1",304
"1288","CMV","NB502000:222:HTNM7BGX9:2:11301:5275:17400 .1",101
"1290","CMV","NB502000:222:HTNM7BGX9:2:11302:8425:5026 .1",181
"1292","CMV","NB502000:222:HTNM7BGX9:2:11302:5455:6038 .1",53
"1294","CMV","NB502000:222:HTNM7BGX9:2:11302:17728:8293 .1",137
"1296","CMV","NB502000:222:HTNM7BGX9:2:11302:25611:16913 .1",310
"1298","CMV","NB502000:222:HTNM7BGX9:2:11302:6690:17174 .1",163
"1300","CMV","NB502000:222:HTNM7BGX9:2:11303:24544:3932 .1",162
"1302","CMV","NB502000:222:HTNM7BGX9:2:11303:19529:4936 .1",63
"1304","CMV","NB502000:222:HTNM7BGX9:2:11303:3457:5009 .1",50
"1306","CMV","NB502000:222:HTNM7BGX9:2:11303:18424:12310 .1",90
"1308","CMV","NB502000:222:HTNM7BGX9:2:11303:4070:16411 .1",118
"1310","CMV","NB502000:222:HTNM7BGX9:2:11303:23276:18267 .1",82
"1312","CMV","NB502000:222:HTNM7BGX9:2:11303:3631:20186 .1",63
"1315","CMV","NB502000:222:HTNM7BGX9:2:11304:4484:18195 .1",168
"1317","CMV","NB502000:222:HTNM7BGX9:2:11304:16275:18853 .1",57
"1320","CMV","NB502000:222:HTNM7BGX9:2:11305:25058:14287 .1",354
"1322","CMV","NB502000:222:HTNM7BGX9:2:11305:6536:15016 .1",54
"1324","CMV","NB502000:222:HTNM7BGX9:2:11306:18569:6770 .1",185
"1326","CMV","NB502000:222:HTNM7BGX9:2:11307:3275:17603 .1",75
"1328","CMV","NB502000:222:HTNM7BGX9:2:11308:10430:14463 .1",291
"1330","CMV","NB502000:222:HTNM7BGX9:2:11309:17445:9276 .1",160
"1332","CMV","NB502000:222:HTNM7BGX9:2:11310:15826:4093 .1",85
"1334","CMV","NB502000:222:HTNM7BGX9:2:11311:20093:2883 .1",89
"1336","CMV","NB502000:222:HTNM7BGX9:2:11311:9909:3762 .1",89
"1338","CMV","NB502000:222:HTNM7BGX9:2:11311:15630:4557 .1",136
"1340","CMV","NB502000:222:HTNM7BGX9:2:11311:4818:7693 .1",445
"1342","CMV","NB502000:222:HTNM7BGX9:2:11311:9380:13352 .1",105
"1344","CMV","NB502000:222:HTNM7BGX9:2:11312:25538:6977 .1",176
"1346","CMV","NB502000:222:HTNM7BGX9:2:11312:12036:15550 .1",80
"1348","CMV","NB502000:222:HTNM7BGX9:2:12101:5614:6724 .1",51
"1350","CMV","NB502000:222:HTNM7BGX9:2:12102:16469:6968 .1",118
"1352","CMV","NB502000:222:HTNM7BGX9:2:12102:24416:17744 .1",58
"1354","CMV","NB502000:222:HTNM7BGX9:2:12103:8239:12846 .1",82
"1356","CMV","NB502000:222:HTNM7BGX9:2:12103:22777:18535 .1",63
"1358","CMV","NB502000:222:HTNM7BGX9:2:12104:10508:2773 .1",57
"1360","CMV","NB502000:222:HTNM7BGX9:2:12104:15926:17100 .1",169
"1362","CMV","NB502000:222:HTNM7BGX9:2:12105:15355:1837 .1",119
"1364","CMV","NB502000:222:HTNM7BGX9:2:12105:16504:5224 .1",68
"1366","CMV","NB502000:222:HTNM7BGX9:2:12105:1746:6433 .1",372
"1368","CMV","NB502000:222:HTNM7BGX9:2:12106:25111:10342 .1",171
"1370","CMV","NB502000:222:HTNM7BGX9:2:12107:16309:1756 .1",116
"1372","CMV","NB502000:222:HTNM7BGX9:2:12107:12125:8480 .1",162
"1374","CMV","NB502000:222:HTNM7BGX9:2:12107:12529:19874 .1",109
"1376","CMV","NB502000:222:HTNM7BGX9:2:12108:22223:3620 .1",135
"1378","CMV","NB502000:222:HTNM7BGX9:2:12109:20225:17357 .1",48
"1380","CMV","NB502000:222:HTNM7BGX9:2:12110:9199:11378 .1",164
"1382","CMV","NB502000:222:HTNM7BGX9:2:12111:13504:3424 .1",115
"1384","CMV","NB502000:222:HTNM7BGX9:2:12111:6941:7107 .1",59
"1386","CMV","NB502000:222:HTNM7BGX9:2:12112:16071:8544 .1",45
"1388","CMV","NB502000:222:HTNM7BGX9:2:12112:14871:12368 .1",328
"1390","CMV","NB502000:222:HTNM7BGX9:2:12112:6519:12828 .1",143
"1392","CMV","NB502000:222:HTNM7BGX9:2:12112:7864:15128 .1",426
"1394","CMV","NB502000:222:HTNM7BGX9:2:12112:11675:19105 .1",121
"1396","CMV","NB502000:222:HTNM7BGX9:2:12201:24508:3600 .1",172
"1398","CMV","NB502000:222:HTNM7BGX9:2:12201:1819:8793 .1",83
"1400","CMV","NB502000:222:HTNM7BGX9:2:12202:7067:5390 .1",166
"1402","CMV","NB502000:222:HTNM7BGX9:2:12202:15429:6706 .1",83
"1404","CMV","NB502000:222:HTNM7BGX9:2:12203:18092:3787 .1",48
"1406","CMV","NB502000:222:HTNM7BGX9:2:12203:3353:6029 .1",92
"1408","CMV","NB502000:222:HTNM7BGX9:2:12203:9866:7194 .1",256
"1410","CMV","NB502000:222:HTNM7BGX9:2:12203:8606:7548 .1",45
"1412","CMV","NB502000:222:HTNM7BGX9:2:12203:25097:9588 .1",109
"1414","CMV","NB502000:222:HTNM7BGX9:2:12203:9793:10481 .1",156
