"","sample","read_id","isize"
"1416","CMV","NB502000:222:HTNM7BGX9:2:12203:2928:11100 .1",134
"1418","CMV","NB502000:222:HTNM7BGX9:2:12203:15350:14278 .1",66
"1420","CMV","NB502000:222:HTNM7BGX9:2:12203:5544:14344 .1",183
"1422","CMV","NB502000:222:HTNM7BGX9:2:12205:5052:5572 .1",245
"1424","CMV","NB502000:222:HTNM7BGX9:2:12205:20120:9715 .1",108
"1426","CMV","NB502000:222:HTNM7BGX9:2:12205:5589:15291 .1",57
"1428","CMV","NB502000:222:HTNM7BGX9:2:12205:21021:16578 .1",87
"1430","CMV","NB502000:222:HTNM7BGX9:2:12207:20092:5549 .1",152
"1432","CMV","NB502000:222:HTNM7BGX9:2:12207:12302:16428 .1",168
"1434","CMV","NB502000:222:HTNM7BGX9:2:12207:19906:17959 .1",118
"1436","CMV","NB502000:222:HTNM7BGX9:2:12208:6987:3866 .1",60
"1438","CMV","NB502000:222:HTNM7BGX9:2:12208:24340:6958 .1",48
"1440","CMV","NB502000:222:HTNM7BGX9:2:12208:19730:7422 .1",43
"1442","CMV","NB502000:222:HTNM7BGX9:2:12208:15682:13724 .1",70
"1444","CMV","NB502000:222:HTNM7BGX9:2:12209:24397:13907 .1",97
"1446","CMV","NB502000:222:HTNM7BGX9:2:12210:25470:3386 .1",169
"1448","CMV","NB502000:222:HTNM7BGX9:2:12210:10901:6402 .1",75
"1450","CMV","NB502000:222:HTNM7BGX9:2:12211:15561:1060 .1",67
"1452","CMV","NB502000:222:HTNM7BGX9:2:12211:16614:11442 .1",143
"1454","CMV","NB502000:222:HTNM7BGX9:2:12211:14452:12080 .1",195
"1456","CMV","NB502000:222:HTNM7BGX9:2:12212:22732:19512 .1",76
"1458","CMV","NB502000:222:HTNM7BGX9:2:12301:10409:11183 .1",195
"1460","CMV","NB502000:222:HTNM7BGX9:2:12301:13258:18548 .1",147
"1462","CMV","NB502000:222:HTNM7BGX9:2:12301:3154:20110 .1",82
"1464","CMV","NB502000:222:HTNM7BGX9:2:12302:9111:1526 .1",178
"1467","CMV","NB502000:222:HTNM7BGX9:2:12303:24517:11487 .1",123
"1469","CMV","NB502000:222:HTNM7BGX9:2:12303:16069:19301 .1",481
"1471","CMV","NB502000:222:HTNM7BGX9:2:12304:9633:6601 .1",160
"1473","CMV","NB502000:222:HTNM7BGX9:2:12304:16130:6931 .1",155
"1475","CMV","NB502000:222:HTNM7BGX9:2:12304:17952:16642 .1",164
"1477","CMV","NB502000:222:HTNM7BGX9:2:12305:15510:7310 .1",51
"1479","CMV","NB502000:222:HTNM7BGX9:2:12305:21821:12837 .1",206
"1481","CMV","NB502000:222:HTNM7BGX9:2:12305:11349:16136 .1",61
"1483","CMV","NB502000:222:HTNM7BGX9:2:12306:4335:2483 .1",106
"1485","CMV","NB502000:222:HTNM7BGX9:2:12306:2596:5523 .1",143
"1487","CMV","NB502000:222:HTNM7BGX9:2:12306:17145:5600 .1",45
"1489","CMV","NB502000:222:HTNM7BGX9:2:12306:24226:10014 .1",152
"1491","CMV","NB502000:222:HTNM7BGX9:2:12306:16127:11638 .1",58
"1493","CMV","NB502000:222:HTNM7BGX9:2:12306:19093:17044 .1",60
"1495","CMV","NB502000:222:HTNM7BGX9:2:12306:13144:19466 .1",67
"1497","CMV","NB502000:222:HTNM7BGX9:2:12307:22708:17173 .1",173
"1499","CMV","NB502000:222:HTNM7BGX9:2:12307:15253:19991 .1",70
"1501","CMV","NB502000:222:HTNM7BGX9:2:12308:13823:4448 .1",80
"1503","CMV","NB502000:222:HTNM7BGX9:2:12308:22180:6426 .1",91
"1505","CMV","NB502000:222:HTNM7BGX9:2:12308:17072:8802 .1",314
"1507","CMV","NB502000:222:HTNM7BGX9:2:12308:3801:9990 .1",185
"1509","CMV","NB502000:222:HTNM7BGX9:2:12308:2757:12777 .1",157
"1511","CMV","NB502000:222:HTNM7BGX9:2:12308:12699:18071 .1",41
"1513","CMV","NB502000:222:HTNM7BGX9:2:12308:23231:19806 .1",51
"1515","CMV","NB502000:222:HTNM7BGX9:2:12309:20087:4461 .1",53
"1517","CMV","NB502000:222:HTNM7BGX9:2:12309:5014:14311 .1",42
"1519","CMV","NB502000:222:HTNM7BGX9:2:12309:3620:17863 .1",260
"1521","CMV","NB502000:222:HTNM7BGX9:2:12310:8702:10858 .1",313
"1523","CMV","NB502000:222:HTNM7BGX9:2:12310:26550:14741 .1",475
"1525","CMV","NB502000:222:HTNM7BGX9:2:12311:23370:9543 .1",58
"1528","CMV","NB502000:222:HTNM7BGX9:2:12312:17575:19079 .1",54
"1530","CMV","NB502000:222:HTNM7BGX9:2:13101:11847:5822 .1",103
"1532","CMV","NB502000:222:HTNM7BGX9:2:13101:22345:15701 .1",133
"1534","CMV","NB502000:222:HTNM7BGX9:2:13102:7117:14312 .1",182
"1536","CMV","NB502000:222:HTNM7BGX9:2:13103:7015:1901 .1",85
"1538","CMV","NB502000:222:HTNM7BGX9:2:13103:17155:5552 .1",75
"1540","CMV","NB502000:222:HTNM7BGX9:2:13103:21911:9580 .1",323
"1542","CMV","NB502000:222:HTNM7BGX9:2:13103:18655:10674 .1",163
"1544","CMV","NB502000:222:HTNM7BGX9:2:13103:12693:17745 .1",72
"1546","CMV","NB502000:222:HTNM7BGX9:2:13105:24133:1583 .1",444
"1548","CMV","NB502000:222:HTNM7BGX9:2:13105:4237:4568 .1",108
"1550","CMV","NB502000:222:HTNM7BGX9:2:13105:21760:16501 .1",61
"1552","CMV","NB502000:222:HTNM7BGX9:2:13106:11868:4419 .1",62
"1554","CMV","NB502000:222:HTNM7BGX9:2:13106:12661:5298 .1",277
"1556","CMV","NB502000:222:HTNM7BGX9:2:13107:9432:1122 .1",152
"1558","CMV","NB502000:222:HTNM7BGX9:2:13107:25159:11822 .1",84
"1560","CMV","NB502000:222:HTNM7BGX9:2:13107:7736:12798 .1",129
"1562","CMV","NB502000:222:HTNM7BGX9:2:13107:26462:13576 .1",63
"1564","CMV","NB502000:222:HTNM7BGX9:2:13107:22668:15039 .1",193
"1566","CMV","NB502000:222:HTNM7BGX9:2:13110:2123:5366 .1",131
"1568","CMV","NB502000:222:HTNM7BGX9:2:13110:22683:9064 .1",302
"1570","CMV","NB502000:222:HTNM7BGX9:2:13110:16672:12669 .1",113
"1572","CMV","NB502000:222:HTNM7BGX9:2:13110:22931:16985 .1",54
"1574","CMV","NB502000:222:HTNM7BGX9:2:13110:8191:18445 .1",178
"1576","CMV","NB502000:222:HTNM7BGX9:2:13110:5988:19464 .1",49
"1580","CMV","NB502000:222:HTNM7BGX9:2:13201:19958:3636 .1",442
"1582","CMV","NB502000:222:HTNM7BGX9:2:13201:12548:11743 .1",164
"1584","CMV","NB502000:222:HTNM7BGX9:2:13201:25485:12153 .1",109
"1586","CMV","NB502000:222:HTNM7BGX9:2:13202:21209:9903 .1",155
"1588","CMV","NB502000:222:HTNM7BGX9:2:13202:22641:12819 .1",163
"1590","CMV","NB502000:222:HTNM7BGX9:2:13204:25384:8010 .1",78
"1592","CMV","NB502000:222:HTNM7BGX9:2:13204:15862:19876 .1",61
"1594","CMV","NB502000:222:HTNM7BGX9:2:13205:14120:16413 .1",80
"1596","CMV","NB502000:222:HTNM7BGX9:2:13206:20447:2348 .1",49
"1598","CMV","NB502000:222:HTNM7BGX9:2:13206:8188:3522 .1",125
"1600","CMV","NB502000:222:HTNM7BGX9:2:13206:25103:9860 .1",156
"1602","CMV","NB502000:222:HTNM7BGX9:2:13207:19790:1813 .1",49
"1604","CMV","NB502000:222:HTNM7BGX9:2:13207:5377:10341 .1",208
"1606","CMV","NB502000:222:HTNM7BGX9:2:13207:8790:15717 .1",73
"1608","CMV","NB502000:222:HTNM7BGX9:2:13207:20983:19142 .1",95
"1610","CMV","NB502000:222:HTNM7BGX9:2:13208:1991:3746 .1",48
"1612","CMV","NB502000:222:HTNM7BGX9:2:13208:25082:7100 .1",100
"1615","CMV","NB502000:222:HTNM7BGX9:2:13208:2215:12356 .1",49
"1618","CMV","NB502000:222:HTNM7BGX9:2:13209:9759:4586 .1",153
"1621","CMV","NB502000:222:HTNM7BGX9:2:13209:2065:8912 .1",38
"1622","CMV","NB502000:222:HTNM7BGX9:2:13210:2607:8185 .1",190
"1624","CMV","NB502000:222:HTNM7BGX9:2:13210:11050:11849 .1",54
"1627","CMV","NB502000:222:HTNM7BGX9:2:13210:10570:18954 .1",87
"1629","CMV","NB502000:222:HTNM7BGX9:2:13211:3729:1219 .1",201
"1631","CMV","NB502000:222:HTNM7BGX9:2:13211:20583:12039 .1",123
"1633","CMV","NB502000:222:HTNM7BGX9:2:13211:8359:15767 .1",121
"1635","CMV","NB502000:222:HTNM7BGX9:2:13212:5870:10060 .1",60
"1637","CMV","NB502000:222:HTNM7BGX9:2:13301:10444:4810 .1",170
"1639","CMV","NB502000:222:HTNM7BGX9:2:13301:10993:11456 .1",117
"1641","CMV","NB502000:222:HTNM7BGX9:2:13301:6830:15743 .1",156
"1643","CMV","NB502000:222:HTNM7BGX9:2:13301:2239:16840 .1",63
"1647","CMV","NB502000:222:HTNM7BGX9:2:13302:10532:1941 .1",393
"1649","CMV","NB502000:222:HTNM7BGX9:2:13303:13247:7571 .1",87
"1651","CMV","NB502000:222:HTNM7BGX9:2:13303:16753:7622 .1",68
"1653","CMV","NB502000:222:HTNM7BGX9:2:13304:11552:13043 .1",102
"1656","CMV","NB502000:222:HTNM7BGX9:2:13305:16768:3320 .1",135
"1658","CMV","NB502000:222:HTNM7BGX9:2:13305:20441:13767 .1",43
"1660","CMV","NB502000:222:HTNM7BGX9:2:13305:6057:14987 .1",153
"1662","CMV","NB502000:222:HTNM7BGX9:2:13306:22742:2285 .1",63
"1664","CMV","NB502000:222:HTNM7BGX9:2:13306:24706:9085 .1",39
"1666","CMV","NB502000:222:HTNM7BGX9:2:13306:14854:10331 .1",204
"1668","CMV","NB502000:222:HTNM7BGX9:2:13307:11708:12722 .1",303
"1670","CMV","NB502000:222:HTNM7BGX9:2:13308:6392:3747 .1",446
"1672","CMV","NB502000:222:HTNM7BGX9:2:13308:23485:7814 .1",101
"1674","CMV","NB502000:222:HTNM7BGX9:2:13308:2743:10281 .1",78
"1676","CMV","NB502000:222:HTNM7BGX9:2:13308:20947:11743 .1",41
"1678","CMV","NB502000:222:HTNM7BGX9:2:13309:7619:3583 .1",321
"1680","CMV","NB502000:222:HTNM7BGX9:2:13310:10043:7928 .1",457
"1682","CMV","NB502000:222:HTNM7BGX9:2:13310:16618:9024 .1",185
"1684","CMV","NB502000:222:HTNM7BGX9:2:13310:20327:19351 .1",69
"1687","CMV","NB502000:222:HTNM7BGX9:2:13311:9141:12972 .1",232
"1689","CMV","NB502000:222:HTNM7BGX9:2:13312:1789:5896 .1",210
"1691","CMV","NB502000:222:HTNM7BGX9:2:13312:24391:7972 .1",371
"1693","CMV","NB502000:222:HTNM7BGX9:2:21101:20410:7400 .1",84
"1695","CMV","NB502000:222:HTNM7BGX9:2:21101:18005:8705 .1",127
"1697","CMV","NB502000:222:HTNM7BGX9:2:21101:12458:11569 .1",168
"1701","CMV","NB502000:222:HTNM7BGX9:2:21101:4637:13774 .1",58
"1705","CMV","NB502000:222:HTNM7BGX9:2:21102:7466:11105 .1",149
"1707","CMV","NB502000:222:HTNM7BGX9:2:21102:22723:14162 .1",38
"1709","CMV","NB502000:222:HTNM7BGX9:2:21103:15950:1848 .1",72
"1711","CMV","NB502000:222:HTNM7BGX9:2:21103:2848:11397 .1",180
"1713","CMV","NB502000:222:HTNM7BGX9:2:21104:24945:1662 .1",60
"1715","CMV","NB502000:222:HTNM7BGX9:2:21104:20399:2229 .1",222
"1717","CMV","NB502000:222:HTNM7BGX9:2:21104:25672:6731 .1",71
"1719","CMV","NB502000:222:HTNM7BGX9:2:21104:17328:8700 .1",79
"1721","CMV","NB502000:222:HTNM7BGX9:2:21105:16729:5319 .1",247
"1723","CMV","NB502000:222:HTNM7BGX9:2:21105:15988:6591 .1",92
"1725","CMV","NB502000:222:HTNM7BGX9:2:21106:19555:3511 .1",43
"1727","CMV","NB502000:222:HTNM7BGX9:2:21107:25158:14483 .1",47
"1729","CMV","NB502000:222:HTNM7BGX9:2:21108:9019:3851 .1",62
"1731","CMV","NB502000:222:HTNM7BGX9:2:21108:23584:8845 .1",158
"1733","CMV","NB502000:222:HTNM7BGX9:2:21108:14156:12278 .1",292
"1735","CMV","NB502000:222:HTNM7BGX9:2:21108:7812:12584 .1",170
"1737","CMV","NB502000:222:HTNM7BGX9:2:21109:16911:6619 .1",57
"1739","CMV","NB502000:222:HTNM7BGX9:2:21110:17962:8494 .1",84
"1743","CMV","NB502000:222:HTNM7BGX9:2:21201:17235:11492 .1",55
"1745","CMV","NB502000:222:HTNM7BGX9:2:21201:4009:13851 .1",132
"1747","CMV","NB502000:222:HTNM7BGX9:2:21202:21028:4499 .1",53
"1749","CMV","NB502000:222:HTNM7BGX9:2:21203:2582:3223 .1",158
"1751","CMV","NB502000:222:HTNM7BGX9:2:21203:19647:8848 .1",113
"1753","CMV","NB502000:222:HTNM7BGX9:2:21203:8788:9647 .1",99
"1755","CMV","NB502000:222:HTNM7BGX9:2:21203:21823:13153 .1",113
"1758","CMV","NB502000:222:HTNM7BGX9:2:21203:12507:16670 .1",205
"1760","CMV","NB502000:222:HTNM7BGX9:2:21204:13919:19564 .1",357
"1762","CMV","NB502000:222:HTNM7BGX9:2:21204:7984:20318 .1",83
"1764","CMV","NB502000:222:HTNM7BGX9:2:21205:11788:1490 .1",321
"1766","CMV","NB502000:222:HTNM7BGX9:2:21205:4226:11039 .1",46
"1768","CMV","NB502000:222:HTNM7BGX9:2:21205:6580:15672 .1",101
"1770","CMV","NB502000:222:HTNM7BGX9:2:21206:24599:13881 .1",38
"1772","CMV","NB502000:222:HTNM7BGX9:2:21208:19847:18624 .1",62
"1774","CMV","NB502000:222:HTNM7BGX9:2:21209:1837:15484 .1",209
"1776","CMV","NB502000:222:HTNM7BGX9:2:21210:20490:8840 .1",44
"1778","CMV","NB502000:222:HTNM7BGX9:2:21210:7175:13863 .1",60
"1780","CMV","NB502000:222:HTNM7BGX9:2:21210:12110:19528 .1",50
"1782","CMV","NB502000:222:HTNM7BGX9:2:21211:15817:15610 .1",39
"1784","CMV","NB502000:222:HTNM7BGX9:2:21211:17529:19764 .1",181
"1786","CMV","NB502000:222:HTNM7BGX9:2:21212:15874:12443 .1",70
"1788","CMV","NB502000:222:HTNM7BGX9:2:21301:15574:11124 .1",359
"1790","CMV","NB502000:222:HTNM7BGX9:2:21301:5240:20136 .1",154
"1792","CMV","NB502000:222:HTNM7BGX9:2:21302:17651:1710 .1",100
"1794","CMV","NB502000:222:HTNM7BGX9:2:21302:15468:13667 .1",78
"1796","CMV","NB502000:222:HTNM7BGX9:2:21302:15573:19057 .1",173
"1798","CMV","NB502000:222:HTNM7BGX9:2:21303:15367:4169 .1",113
"1800","CMV","NB502000:222:HTNM7BGX9:2:21303:9014:5421 .1",70
"1803","CMV","NB502000:222:HTNM7BGX9:2:21305:4422:1362 .1",183
"1805","CMV","NB502000:222:HTNM7BGX9:2:21305:8568:12546 .1",110
"1807","CMV","NB502000:222:HTNM7BGX9:2:21306:25188:2653 .1",243
"1809","CMV","NB502000:222:HTNM7BGX9:2:21306:5465:3978 .1",157
"1811","CMV","NB502000:222:HTNM7BGX9:2:21306:16443:5551 .1",63
"1813","CMV","NB502000:222:HTNM7BGX9:2:21306:3905:13001 .1",153
"1815","CMV","NB502000:222:HTNM7BGX9:2:21306:19268:14029 .1",41
"1817","CMV","NB502000:222:HTNM7BGX9:2:21306:9180:17949 .1",175
"1819","CMV","NB502000:222:HTNM7BGX9:2:21307:13680:3185 .1",129
"1821","CMV","NB502000:222:HTNM7BGX9:2:21307:19144:5733 .1",228
"1823","CMV","NB502000:222:HTNM7BGX9:2:21307:6940:14402 .1",159
"1825","CMV","NB502000:222:HTNM7BGX9:2:21307:16967:15763 .1",119
"1827","CMV","NB502000:222:HTNM7BGX9:2:21308:7888:1780 .1",314
"1829","CMV","NB502000:222:HTNM7BGX9:2:21308:25772:9289 .1",215
"1831","CMV","NB502000:222:HTNM7BGX9:2:21308:16573:13032 .1",56
"1833","CMV","NB502000:222:HTNM7BGX9:2:21309:13439:17463 .1",159
"1835","CMV","NB502000:222:HTNM7BGX9:2:21310:3329:3592 .1",154
"1838","CMV","NB502000:222:HTNM7BGX9:2:21311:25779:7539 .1",70
"1840","CMV","NB502000:222:HTNM7BGX9:2:21311:2168:17264 .1",82
"1842","CMV","NB502000:222:HTNM7BGX9:2:21311:19641:18055 .1",248
"1844","CMV","NB502000:222:HTNM7BGX9:2:21311:2059:18083 .1",168
"1846","CMV","NB502000:222:HTNM7BGX9:2:21312:21173:1842 .1",174
"1848","CMV","NB502000:222:HTNM7BGX9:2:21312:10182:11859 .1",195
"1850","CMV","NB502000:222:HTNM7BGX9:2:21312:21342:19497 .1",126
"1852","CMV","NB502000:222:HTNM7BGX9:2:22101:15358:3075 .1",44
"1854","CMV","NB502000:222:HTNM7BGX9:2:22101:13094:6939 .1",50
"1856","CMV","NB502000:222:HTNM7BGX9:2:22101:24851:13605 .1",267
"1858","CMV","NB502000:222:HTNM7BGX9:2:22101:22402:14277 .1",53
"1860","CMV","NB502000:222:HTNM7BGX9:2:22101:14593:15318 .1",344
"1862","CMV","NB502000:222:HTNM7BGX9:2:22101:6630:16572 .1",74
"1864","CMV","NB502000:222:HTNM7BGX9:2:22102:19152:9212 .1",69
"1867","CMV","NB502000:222:HTNM7BGX9:2:22102:9079:18267 .1",170
"1871","CMV","NB502000:222:HTNM7BGX9:2:22103:2200:17136 .1",288
"1873","CMV","NB502000:222:HTNM7BGX9:2:22104:6772:7114 .1",389
"1875","CMV","NB502000:222:HTNM7BGX9:2:22105:6738:6781 .1",201
"1877","CMV","NB502000:222:HTNM7BGX9:2:22105:21077:14528 .1",152
"1879","CMV","NB502000:222:HTNM7BGX9:2:22107:14463:2653 .1",70
"1881","CMV","NB502000:222:HTNM7BGX9:2:22107:24482:6145 .1",62
"1883","CMV","NB502000:222:HTNM7BGX9:2:22107:22717:7782 .1",98
"1885","CMV","NB502000:222:HTNM7BGX9:2:22107:18645:9715 .1",116
"1887","CMV","NB502000:222:HTNM7BGX9:2:22107:1596:11705 .1",182
"1889","CMV","NB502000:222:HTNM7BGX9:2:22109:20042:3216 .1",67
"1891","CMV","NB502000:222:HTNM7BGX9:2:22110:7505:6021 .1",117
"1895","CMV","NB502000:222:HTNM7BGX9:2:22110:8703:10179 .1",46
"1897","CMV","NB502000:222:HTNM7BGX9:2:22110:26571:16056 .1",57
"1899","CMV","NB502000:222:HTNM7BGX9:2:22111:22153:11740 .1",67
"1901","CMV","NB502000:222:HTNM7BGX9:2:22111:4772:20334 .1",182
"1903","CMV","NB502000:222:HTNM7BGX9:2:22112:2075:14729 .1",67
"1905","CMV","NB502000:222:HTNM7BGX9:2:22201:9003:2825 .1",146
"1907","CMV","NB502000:222:HTNM7BGX9:2:22201:16511:3170 .1",124
"1909","CMV","NB502000:222:HTNM7BGX9:2:22201:14257:4459 .1",158
"1911","CMV","NB502000:222:HTNM7BGX9:2:22201:15116:7530 .1",42
"1913","CMV","NB502000:222:HTNM7BGX9:2:22201:24092:8318 .1",71
"1915","CMV","NB502000:222:HTNM7BGX9:2:22201:24859:13466 .1",50
"1917","CMV","NB502000:222:HTNM7BGX9:2:22201:11473:17105 .1",211
"1919","CMV","NB502000:222:HTNM7BGX9:2:22202:11878:5904 .1",54
"1921","CMV","NB502000:222:HTNM7BGX9:2:22202:3501:14020 .1",112
"1923","CMV","NB502000:222:HTNM7BGX9:2:22203:13779:10723 .1",74
"1925","CMV","NB502000:222:HTNM7BGX9:2:22203:4904:15668 .1",167
"1927","CMV","NB502000:222:HTNM7BGX9:2:22204:7796:1096 .1",100
"1929","CMV","NB502000:222:HTNM7BGX9:2:22204:18828:7751 .1",62
"1931","CMV","NB502000:222:HTNM7BGX9:2:22204:18909:19762 .1",172
"1933","CMV","NB502000:222:HTNM7BGX9:2:22205:3578:5656 .1",268
"1935","CMV","NB502000:222:HTNM7BGX9:2:22205:24110:12472 .1",120
"1937","CMV","NB502000:222:HTNM7BGX9:2:22205:24522:15243 .1",38
"1939","CMV","NB502000:222:HTNM7BGX9:2:22205:11450:18572 .1",149
"1941","CMV","NB502000:222:HTNM7BGX9:2:22205:6189:19815 .1",131
"1943","CMV","NB502000:222:HTNM7BGX9:2:22206:22704:3502 .1",432
"1945","CMV","NB502000:222:HTNM7BGX9:2:22206:11618:10164 .1",72
"1947","CMV","NB502000:222:HTNM7BGX9:2:22206:6608:16530 .1",55
"1949","CMV","NB502000:222:HTNM7BGX9:2:22207:7047:7513 .1",393
"1951","CMV","NB502000:222:HTNM7BGX9:2:22207:9195:12058 .1",99
"1953","CMV","NB502000:222:HTNM7BGX9:2:22207:20588:12309 .1",41
"1955","CMV","NB502000:222:HTNM7BGX9:2:22208:17397:1335 .1",50
"1957","CMV","NB502000:222:HTNM7BGX9:2:22208:24551:1401 .1",52
"1959","CMV","NB502000:222:HTNM7BGX9:2:22208:19186:2666 .1",222
"1961","CMV","NB502000:222:HTNM7BGX9:2:22209:6210:5401 .1",167
"1963","CMV","NB502000:222:HTNM7BGX9:2:22209:24516:8018 .1",289
"1965","CMV","NB502000:222:HTNM7BGX9:2:22210:11767:9589 .1",307
"1967","CMV","NB502000:222:HTNM7BGX9:2:22210:13986:13767 .1",347
"1969","CMV","NB502000:222:HTNM7BGX9:2:22210:12977:19545 .1",165
"1971","CMV","NB502000:222:HTNM7BGX9:2:22211:2251:9601 .1",381
"1973","CMV","NB502000:222:HTNM7BGX9:2:22212:6051:14631 .1",182
"1975","CMV","NB502000:222:HTNM7BGX9:2:22212:8248:15195 .1",70
"1977","CMV","NB502000:222:HTNM7BGX9:2:22212:9650:16504 .1",352
"1979","CMV","NB502000:222:HTNM7BGX9:2:22301:11045:6712 .1",64
"1981","CMV","NB502000:222:HTNM7BGX9:2:22302:1427:2978 .1",422
"1983","CMV","NB502000:222:HTNM7BGX9:2:22302:18052:19543 .1",160
"1985","CMV","NB502000:222:HTNM7BGX9:2:22303:6205:6345 .1",164
"1987","CMV","NB502000:222:HTNM7BGX9:2:22303:3543:12770 .1",246
"1989","CMV","NB502000:222:HTNM7BGX9:2:22303:16141:12984 .1",232
"1991","CMV","NB502000:222:HTNM7BGX9:2:22303:13465:13730 .1",54
"1993","CMV","NB502000:222:HTNM7BGX9:2:22304:5513:8652 .1",100
"1995","CMV","NB502000:222:HTNM7BGX9:2:22305:18911:8106 .1",309
"1997","CMV","NB502000:222:HTNM7BGX9:2:22305:4305:14659 .1",163
"1999","CMV","NB502000:222:HTNM7BGX9:2:22306:2382:9028 .1",304
"2003","CMV","NB502000:222:HTNM7BGX9:2:22307:20106:15834 .1",145
"2005","CMV","NB502000:222:HTNM7BGX9:2:22308:10315:1971 .1",227
"2007","CMV","NB502000:222:HTNM7BGX9:2:22308:17132:7760 .1",112
"2009","CMV","NB502000:222:HTNM7BGX9:2:22308:19409:15106 .1",166
"2011","CMV","NB502000:222:HTNM7BGX9:2:22308:16243:17912 .1",139
"2013","CMV","NB502000:222:HTNM7BGX9:2:22309:12090:17756 .1",107
"2015","CMV","NB502000:222:HTNM7BGX9:2:22310:7631:17914 .1",174
"2017","CMV","NB502000:222:HTNM7BGX9:2:22311:13076:7593 .1",119
"2019","CMV","NB502000:222:HTNM7BGX9:2:22312:24663:12411 .1",85
"2021","CMV","NB502000:222:HTNM7BGX9:2:23101:13854:2387 .1",68
"2023","CMV","NB502000:222:HTNM7BGX9:2:23101:1897:5089 .1",72
"2025","CMV","NB502000:222:HTNM7BGX9:2:23101:7494:19179 .1",110
"2027","CMV","NB502000:222:HTNM7BGX9:2:23101:19211:19801 .1",65
"2029","CMV","NB502000:222:HTNM7BGX9:2:23103:8762:5185 .1",43
"2031","CMV","NB502000:222:HTNM7BGX9:2:23103:11143:7883 .1",136
"2033","CMV","NB502000:222:HTNM7BGX9:2:23104:21291:3472 .1",83
"2035","CMV","NB502000:222:HTNM7BGX9:2:23104:8280:5915 .1",48
"2037","CMV","NB502000:222:HTNM7BGX9:2:23104:6396:7401 .1",68
"2039","CMV","NB502000:222:HTNM7BGX9:2:23104:9161:9403 .1",65
"2042","CMV","NB502000:222:HTNM7BGX9:2:23104:21277:11229 .1",44
"2044","CMV","NB502000:222:HTNM7BGX9:2:23104:23138:13643 .1",314
"2046","CMV","NB502000:222:HTNM7BGX9:2:23104:4489:19877 .1",58
"2048","CMV","NB502000:222:HTNM7BGX9:2:23105:12761:4842 .1",93
"2050","CMV","NB502000:222:HTNM7BGX9:2:23105:25887:5397 .1",89
"2052","CMV","NB502000:222:HTNM7BGX9:2:23105:5218:7297 .1",45
"2054","CMV","NB502000:222:HTNM7BGX9:2:23105:23602:7870 .1",64
"2056","CMV","NB502000:222:HTNM7BGX9:2:23105:5886:11023 .1",41
"2058","CMV","NB502000:222:HTNM7BGX9:2:23106:12344:18024 .1",66
"2060","CMV","NB502000:222:HTNM7BGX9:2:23107:1370:9826 .1",80
"2062","CMV","NB502000:222:HTNM7BGX9:2:23107:15883:17161 .1",54
"2064","CMV","NB502000:222:HTNM7BGX9:2:23108:3384:7831 .1",128
"2067","CMV","NB502000:222:HTNM7BGX9:2:23109:10819:2392 .1",71
"2069","CMV","NB502000:222:HTNM7BGX9:2:23109:3231:5757 .1",189
"2071","CMV","NB502000:222:HTNM7BGX9:2:23109:16215:14632 .1",86
"2073","CMV","NB502000:222:HTNM7BGX9:2:23110:25534:16084 .1",87
"2075","CMV","NB502000:222:HTNM7BGX9:2:23111:11629:14027 .1",53
"2077","CMV","NB502000:222:HTNM7BGX9:2:23111:18664:17392 .1",172
"2079","CMV","NB502000:222:HTNM7BGX9:2:23111:22315:19463 .1",55
"2081","CMV","NB502000:222:HTNM7BGX9:2:23112:12997:11320 .1",106
"2083","CMV","NB502000:222:HTNM7BGX9:2:23201:14355:5085 .1",112
"2085","CMV","NB502000:222:HTNM7BGX9:2:23201:1520:5975 .1",219
"2087","CMV","NB502000:222:HTNM7BGX9:2:23201:22093:8961 .1",101
"2089","CMV","NB502000:222:HTNM7BGX9:2:23202:24627:2724 .1",70
"2091","CMV","NB502000:222:HTNM7BGX9:2:23202:26035:14368 .1",55
"2093","CMV","NB502000:222:HTNM7BGX9:2:23202:21164:16020 .1",293
"2095","CMV","NB502000:222:HTNM7BGX9:2:23203:14822:2167 .1",86
"2097","CMV","NB502000:222:HTNM7BGX9:2:23203:7894:4764 .1",90
"2099","CMV","NB502000:222:HTNM7BGX9:2:23203:19809:12643 .1",59
"2101","CMV","NB502000:222:HTNM7BGX9:2:23203:5521:17680 .1",174
"2103","CMV","NB502000:222:HTNM7BGX9:2:23204:11873:12258 .1",280
"2106","CMV","NB502000:222:HTNM7BGX9:2:23205:21040:7864 .1",170
"2108","CMV","NB502000:222:HTNM7BGX9:2:23205:18679:13708 .1",74
"2110","CMV","NB502000:222:HTNM7BGX9:2:23205:8361:13861 .1",319
"2112","CMV","NB502000:222:HTNM7BGX9:2:23207:19026:3047 .1",95
"2114","CMV","NB502000:222:HTNM7BGX9:2:23207:26233:7716 .1",47
"2116","CMV","NB502000:222:HTNM7BGX9:2:23207:23845:19512 .1",120
"2118","CMV","NB502000:222:HTNM7BGX9:2:23208:10136:3787 .1",165
"2120","CMV","NB502000:222:HTNM7BGX9:2:23208:4270:9329 .1",118
"2122","CMV","NB502000:222:HTNM7BGX9:2:23209:24534:5214 .1",84
"2124","CMV","NB502000:222:HTNM7BGX9:2:23209:10226:12964 .1",226
"2126","CMV","NB502000:222:HTNM7BGX9:2:23210:10179:4835 .1",61
