iteration,50,100,150,200,250,300,350
1,465,286,172,107,56,32,16
2,472,337,167,112,54,30,17
3,451,333,184,105,59,23,15
4,474,292,183,97,65,33,9
5,515,315,198,120,50,26,19
6,475,273,163,109,48,35,13
7,471,274,160,96,67,39,14
8,503,261,150,112,43,35,11
9,491,283,184,107,72,31,9
10,476,281,188,116,61,33,6
11,519,278,191,95,56,42,19
12,450,304,172,91,54,25,17
13,481,310,188,102,69,21,13
14,444,334,155,108,41,39,10
15,475,297,186,124,61,28,8
16,520,283,173,100,56,37,15
17,477,300,158,100,65,35,14
18,507,301,170,95,66,30,10
19,505,301,172,108,62,29,16
20,455,285,173,113,49,33,21
21,438,299,155,102,69,33,13
22,451,312,171,97,61,24,21
23,516,296,196,111,61,41,19
24,450,285,172,90,68,36,16
25,514,325,178,105,52,25,18
26,475,305,159,93,70,27,21
27,455,305,179,111,59,32,15
28,476,279,165,111,63,32,11
29,496,311,202,101,52,26,11
30,477,300,172,111,62,32,22
31,458,306,155,113,52,32,15
32,455,289,183,133,51,28,18
33,455,299,171,105,62,38,9
34,504,320,204,100,55,34,15
35,474,312,178,96,55,41,17
36,488,296,168,109,61,27,16
37,470,294,175,106,58,25,10
38,524,294,186,91,75,38,16
39,488,304,165,100,60,30,14
40,481,319,163,105,66,28,14
41,469,306,169,96,71,32,20
42,487,312,164,86,55,27,15
43,458,289,182,106,53,28,17
44,468,291,158,103,53,37,17
45,442,306,172,105,63,26,14
46,497,284,182,106,64,28,17
47,434,313,176,102,68,27,13
48,488,306,206,116,68,29,17
49,508,320,182,105,52,28,15
50,496,314,167,91,64,35,17
51,475,319,191,108,58,29,13
52,456,308,173,103,53,31,17
53,498,305,169,98,67,25,13
54,446,305,193,107,50,28,17
55,454,310,164,105,60,31,14
56,447,261,182,113,59,32,11
57,476,283,182,117,46,24,15
58,456,341,193,109,59,27,14
59,426,290,184,121,69,26,13
60,468,302,155,103,52,36,15
61,486,309,169,110,56,38,17
62,470,329,147,123,58,26,16
63,469,317,190,76,55,34,11
64,447,307,179,97,59,32,10
65,480,289,189,97,50,32,11
66,486,312,179,93,53,28,16
67,493,289,178,83,51,43,19
68,454,283,192,104,64,27,12
69,482,311,172,122,66,36,11
70,459,305,185,94,51,30,13
71,512,295,190,95,67,31,15
72,478,281,153,98,59,31,12
73,471,324,177,111,65,30,17
74,458,284,168,102,50,27,12
75,467,313,165,111,61,22,9
76,479,296,194,98,59,26,14
77,429,324,176,116,70,25,22
78,501,304,174,88,59,25,25
79,509,300,174,99,64,25,15
80,464,324,187,107,53,24,6
81,471,322,180,119,63,27,11
82,477,305,168,100,50,28,16
83,498,311,174,109,64,27,12
84,496,302,148,95,50,27,19
85,476,303,174,111,52,24,20
86,503,270,174,92,57,36,17
87,467,286,187,92,58,35,18
88,467,290,174,93,48,36,12
89,484,296,171,97,69,36,20
90,486,281,163,103,62,37,14
91,460,289,165,109,53,27,17
92,483,311,163,99,68,33,12
93,452,328,188,98,56,33,18
94,476,279,168,104,59,31,9
95,475,299,173,99,61,28,15
96,483,324,149,99,59,28,16
97,471,279,164,99,57,32,6
98,488,303,181,109,61,36,12
99,480,329,168,90,76,37,15
100,491,289,165,99,62,30,10
101,492,316,194,102,56,25,9
102,488,315,171,126,62,20,12
103,477,324,176,119,59,34,15
104,464,286,182,105,71,32,8
105,491,269,185,107,58,27,16
106,440,297,175,109,64,32,11
107,458,317,170,121,56,24,12
108,453,328,156,108,57,36,14
109,518,287,184,111,54,29,12
110,433,327,163,113,61,37,8
111,468,300,175,96,54,29,22
112,485,300,173,110,57,44,9
113,465,282,175,104,68,26,19
114,465,293,159,81,63,40,13
115,476,336,173,111,67,25,9
116,437,285,182,104,59,32,12
117,511,309,163,85,63,26,13
118,465,299,160,104,74,38,15
119,461,294,164,101,57,38,12
120,534,286,166,89,56,35,18
121,480,280,188,94,50,42,17
122,476,357,171,116,64,31,20
123,491,321,163,94,48,29,13
124,447,325,168,102,55,33,4
125,491,310,197,129,67,36,15
126,479,295,208,119,60,29,20
127,426,300,183,122,73,23,8
128,470,292,175,96,73,32,20
129,485,305,172,97,51,31,21
130,470,300,185,103,59,25,12
131,467,283,180,101,71,35,11
132,479,334,194,117,58,39,19
133,469,326,180,110,70,30,11
134,487,313,189,85,46,31,20
135,451,298,178,109,66,30,17
136,466,300,143,79,65,25,18
137,486,325,169,116,60,22,11
138,480,301,185,97,79,39,15
139,499,353,164,100,65,33,13
140,471,312,157,97,63,27,13
141,438,311,177,86,49,38,16
142,465,298,183,100,70,37,11
143,487,301,166,101,55,26,20
144,481,283,179,102,68,26,18
145,463,301,180,115,53,33,15
146,469,304,162,102,70,29,10
147,473,310,165,96,56,21,14
148,484,323,171,117,59,25,19
149,477,330,178,123,66,25,23
150,503,307,193,99,60,27,18
151,480,291,165,102,56,42,11
152,463,305,159,93,62,42,20
153,472,344,177,94,53,26,23
154,478,298,171,103,77,31,16
155,467,296,205,108,50,37,13
156,446,324,187,110,60,32,13
157,465,281,175,114,54,33,12
158,447,296,185,99,62,40,14
159,491,286,172,116,49,30,13
160,510,303,188,105,61,21,11
161,481,308,202,97,52,29,18
162,488,274,192,98,73,24,18
163,474,312,188,102,72,29,11
164,465,300,179,99,50,34,19
165,491,348,183,93,66,25,20
166,457,308,175,121,56,28,22
167,484,314,194,103,58,33,12
168,479,292,165,121,53,34,19
169,503,296,176,102,56,36,13
170,467,309,187,110,60,28,19
171,497,293,191,99,58,31,11
172,495,299,163,93,74,38,11
173,494,310,163,97,60,44,8
174,491,296,174,96,62,36,21
175,447,307,155,100,74,26,12
176,445,297,184,95,72,33,19
177,424,309,170,102,75,38,20
178,486,252,177,98,73,27,15
179,442,315,180,95,48,29,11
180,463,340,179,105,54,39,10
181,440,295,173,107,60,35,16
182,481,288,182,90,45,33,17
183,491,335,151,103,70,40,15
184,451,287,157,91,56,23,15
185,451,329,162,100,64,37,12
186,516,270,160,115,58,26,6
187,493,330,170,122,62,23,11
188,507,319,185,112,52,30,12
189,463,312,187,95,56,28,9
190,496,310,167,106,67,31,14
